structure_id,formula,F,D,P,stoich_F,stoich_D,stoich_P,anion,track,polymorph,bonding_class,ICSD_Status
TbNb3N2__orthorhombic,TbNb3N2,Tb,Nb,N,1,3,2,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TbCr5C3__orthorhombic,TbCr5C3,Tb,Cr,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TbNb5B3__orthorhombic,TbNb5B3,Tb,Nb,B,1,5,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TbIr5C3__orthorhombic,TbIr5C3,Tb,Ir,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TbIr5B3__orthorhombic,TbIr5B3,Tb,Ir,B,1,5,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TbAu5P3__orthorhombic,TbAu5P3,Tb,Au,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TbZn5P3__orthorhombic,TbZn5P3,Tb,Zn,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb2WP3__orthorhombic,Tb2WP3,Tb,W,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb2MnP3__orthorhombic,Tb2MnP3,Tb,Mn,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb2HfN3__orthorhombic,Tb2HfN3,Tb,Hf,N,2,1,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb2FeN3__orthorhombic,Tb2FeN3,Tb,Fe,N,2,1,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb2VC3__orthorhombic,Tb2VC3,Tb,V,C,2,1,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb2ScC3__orthorhombic,Tb2ScC3,Tb,Sc,C,2,1,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb2CrN4__orthorhombic,Tb2CrN4,Tb,Cr,N,2,1,4,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb2CrS4__orthorhombic,Tb2CrS4,Tb,Cr,S,2,1,4,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
Tb2AgB4__tetragonal,Tb2AgB4,Tb,Ag,B,2,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Tb2MnN4__orthorhombic,Tb2MnN4,Tb,Mn,N,2,1,4,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb2AgP4__orthorhombic,Tb2AgP4,Tb,Ag,P,2,1,4,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb2PdB4__tetragonal,Tb2PdB4,Tb,Pd,B,2,1,4,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Tb2IrB4__orthorhombic,Tb2IrB4,Tb,Ir,B,2,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb2CrS6__monoclinic,Tb2CrS6,Tb,Cr,S,2,1,6,S,strict_ionic,monoclinic,Ionic,Non-ICSD
Tb2NiO6__monoclinic,Tb2NiO6,Tb,Ni,O,2,1,6,O,strict_ionic,monoclinic,Ionic,Non-ICSD
Tb2IrSe6__monoclinic,Tb2IrSe6,Tb,Ir,Se,2,1,6,Se,strict_ionic,monoclinic,Ionic,Non-ICSD
Tb2CoSe6__monoclinic,Tb2CoSe6,Tb,Co,Se,2,1,6,Se,strict_ionic,monoclinic,Ionic,Non-ICSD
Tb2PdB6__monoclinic,Tb2PdB6,Tb,Pd,B,2,1,6,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tb2TaO6__monoclinic,Tb2TaO6,Tb,Ta,O,2,1,6,O,strict_ionic,monoclinic,Ionic,Non-ICSD
Tb2Ag2B3__monoclinic,Tb2Ag2B3,Tb,Ag,B,2,2,3,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tb2Zr2C3__monoclinic,Tb2Zr2C3,Tb,Zr,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tb2Pd2B3__monoclinic,Tb2Pd2B3,Tb,Pd,B,2,2,3,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tb2Os2C3__monoclinic,Tb2Os2C3,Tb,Os,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tb2Nb2B3__monoclinic,Tb2Nb2B3,Tb,Nb,B,2,2,3,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tb2Mn2C3__monoclinic,Tb2Mn2C3,Tb,Mn,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tb2Fe2O5__orthorhombic,Tb2Fe2O5,Tb,Fe,O,2,2,5,O,strict_ionic,orthorhombic,Ionic,Non-ICSD
Tb2Nb2O5__orthorhombic,Tb2Nb2O5,Tb,Nb,O,2,2,5,O,strict_ionic,orthorhombic,Ionic,Non-ICSD
Tb2Rh2N5__monoclinic,Tb2Rh2N5,Tb,Rh,N,2,2,5,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tb2Zn2O5__monoclinic,Tb2Zn2O5,Tb,Zn,O,2,2,5,O,strict_ionic,monoclinic,Ionic,Non-ICSD
Tb2Re2B5__monoclinic,Tb2Re2B5,Tb,Re,B,2,2,5,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tb2Sc2O5__monoclinic,Tb2Sc2O5,Tb,Sc,O,2,2,5,O,strict_ionic,monoclinic,Ionic,Non-ICSD
Tb2Re2N7__monoclinic,Tb2Re2N7,Tb,Re,N,2,2,7,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tb2Y2Se7__cubic,Tb2Y2Se7,Tb,Y,Se,2,2,7,Se,strict_ionic,cubic,Ionic,Non-ICSD
Tb2Ti2C7__cubic,Tb2Ti2C7,Tb,Ti,C,2,2,7,C,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Tb2Pd2O7__cubic,Tb2Pd2O7,Tb,Pd,O,2,2,7,O,strict_ionic,cubic,Ionic,Non-ICSD
Tb2Ir2S7__cubic,Tb2Ir2S7,Tb,Ir,S,2,2,7,S,strict_ionic,cubic,Ionic,Non-ICSD
Tb2Zr2B7__monoclinic,Tb2Zr2B7,Tb,Zr,B,2,2,7,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tb2Au5P2__hexagonal,Tb2Au5P2,Tb,Au,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb2Zn5B2__hexagonal,Tb2Zn5B2,Tb,Zn,B,2,5,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb2Ti5P2__hexagonal,Tb2Ti5P2,Tb,Ti,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb2Sc5P2__hexagonal,Tb2Sc5P2,Tb,Sc,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb2Sc5C2__hexagonal,Tb2Sc5C2,Tb,Sc,C,2,5,2,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb2Y5P2__hexagonal,Tb2Y5P2,Tb,Y,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb2Ti5C2__hexagonal,Tb2Ti5C2,Tb,Ti,C,2,5,2,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb3MnB5__hexagonal,Tb3MnB5,Tb,Mn,B,3,1,5,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb3IrN5__hexagonal,Tb3IrN5,Tb,Ir,N,3,1,5,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb3TiC5__hexagonal,Tb3TiC5,Tb,Ti,C,3,1,5,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb3RhP5__hexagonal,Tb3RhP5,Tb,Rh,P,3,1,5,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb3ScC5__hexagonal,Tb3ScC5,Tb,Sc,C,3,1,5,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb3ZnP5__hexagonal,Tb3ZnP5,Tb,Zn,P,3,1,5,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tb3Zn2P7__orthorhombic,Tb3Zn2P7,Tb,Zn,P,3,2,7,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb3Zn2O7__hexagonal,Tb3Zn2O7,Tb,Zn,O,3,2,7,O,strict_ionic,hexagonal,Ionic,Non-ICSD
Tb3Ir2B7__orthorhombic,Tb3Ir2B7,Tb,Ir,B,3,2,7,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb3Ag2B7__orthorhombic,Tb3Ag2B7,Tb,Ag,B,3,2,7,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb3Sc2S7__hexagonal,Tb3Sc2S7,Tb,Sc,S,3,2,7,S,strict_ionic,hexagonal,Ionic,Non-ICSD
Tb3Cr2N7__orthorhombic,Tb3Cr2N7,Tb,Cr,N,3,2,7,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tb3Ni5C12__cubic,Tb3Ni5C12,Tb,Ni,C,3,5,12,C,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Tb3Ti5P12__cubic,Tb3Ti5P12,Tb,Ti,P,3,5,12,P,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Tb3Zn5S12__cubic,Tb3Zn5S12,Tb,Zn,S,3,5,12,S,strict_ionic,cubic,Ionic,Non-ICSD
Tb3Y5N12__cubic,Tb3Y5N12,Tb,Y,N,3,5,12,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Tb3Pd5O12__cubic,Tb3Pd5O12,Tb,Pd,O,3,5,12,O,strict_ionic,cubic,Ionic,Non-ICSD
Tb3Zn5B12__cubic,Tb3Zn5B12,Tb,Zn,B,3,5,12,B,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Tb4Re3P10__tetragonal,Tb4Re3P10,Tb,Re,P,4,3,10,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Tb4Cr3C10__tetragonal,Tb4Cr3C10,Tb,Cr,C,4,3,10,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Tb4Pt3N10__tetragonal,Tb4Pt3N10,Tb,Pt,N,4,3,10,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Tb4Zn3P10__tetragonal,Tb4Zn3P10,Tb,Zn,P,4,3,10,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Tb4Rh3N10__tetragonal,Tb4Rh3N10,Tb,Rh,N,4,3,10,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Tb4Cr3B10__tetragonal,Tb4Cr3B10,Tb,Cr,B,4,3,10,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TmRhN__tetragonal,TmRhN,Tm,Rh,N,1,1,1,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TmTiP__tetragonal,TmTiP,Tm,Ti,P,1,1,1,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TmHfC__tetragonal,TmHfC,Tm,Hf,C,1,1,1,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TmIrP__tetragonal,TmIrP,Tm,Ir,P,1,1,1,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TmReN__hexagonal,TmReN,Tm,Re,N,1,1,1,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TmScP__hexagonal,TmScP,Tm,Sc,P,1,1,1,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TmIrC__tetragonal,TmIrC,Tm,Ir,C,1,1,1,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TmRuB2__tetragonal,TmRuB2,Tm,Ru,B,1,1,2,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TmScN2__orthorhombic,TmScN2,Tm,Sc,N,1,1,2,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TmZrP2__orthorhombic,TmZrP2,Tm,Zr,P,1,1,2,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TmMoN2__monoclinic,TmMoN2,Tm,Mo,N,1,1,2,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
TmNiS2__orthorhombic,TmNiS2,Tm,Ni,S,1,1,2,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
TmNbC2__monoclinic,TmNbC2,Tm,Nb,C,1,1,2,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
TmMoP2__tetragonal,TmMoP2,Tm,Mo,P,1,1,2,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TmMoN3__trigonal,TmMoN3,Tm,Mo,N,1,1,3,N,relaxed_intermetallic,trigonal,Intermetallic,Non-ICSD
TmMnB3__trigonal,TmMnB3,Tm,Mn,B,1,1,3,B,relaxed_intermetallic,trigonal,Intermetallic,Non-ICSD
TmVS3__hexagonal,TmVS3,Tm,V,S,1,1,3,S,strict_ionic,hexagonal,Ionic,Non-ICSD
TmPdSe3__trigonal,TmPdSe3,Tm,Pd,Se,1,1,3,Se,strict_ionic,trigonal,Ionic,Non-ICSD
TmFeS3__orthorhombic,TmFeS3,Tm,Fe,S,1,1,3,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
TmCrP3__hexagonal,TmCrP3,Tm,Cr,P,1,1,3,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TmOsS4__orthorhombic,TmOsS4,Tm,Os,S,1,1,4,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
TmPtP4__cubic,TmPtP4,Tm,Pt,P,1,1,4,P,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
TmYSe4__tetragonal,TmYSe4,Tm,Y,Se,1,1,4,Se,strict_ionic,tetragonal,Ionic,Non-ICSD
TmCuS4__tetragonal,TmCuS4,Tm,Cu,S,1,1,4,S,strict_ionic,tetragonal,Ionic,Non-ICSD
TmRuSe4__cubic,TmRuSe4,Tm,Ru,Se,1,1,4,Se,strict_ionic,cubic,Ionic,Non-ICSD
TmAuP4__orthorhombic,TmAuP4,Tm,Au,P,1,1,4,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TmNiC4__tetragonal,TmNiC4,Tm,Ni,C,1,1,4,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
TmPt3P2__hexagonal,TmPt3P2,Tm,Pt,P,1,3,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TmW3B2__orthorhombic,TmW3B2,Tm,W,B,1,3,2,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TmHf3C2__hexagonal,TmHf3C2,Tm,Hf,C,1,3,2,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TmNb3N2__orthorhombic,TmNb3N2,Tm,Nb,N,1,3,2,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TmFe3B2__orthorhombic,TmFe3B2,Tm,Fe,B,1,3,2,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TmNi3P2__hexagonal,TmNi3P2,Tm,Ni,P,1,3,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
TmAu5P3__orthorhombic,TmAu5P3,Tm,Au,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TmRu5C3__orthorhombic,TmRu5C3,Tm,Ru,C,1,5,3,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TmTi5N3__orthorhombic,TmTi5N3,Tm,Ti,N,1,5,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TmTa5N3__orthorhombic,TmTa5N3,Tm,Ta,N,1,5,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TmW5P3__orthorhombic,TmW5P3,Tm,W,P,1,5,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
TmMo5B3__orthorhombic,TmMo5B3,Tm,Mo,B,1,5,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tm2ReB3__orthorhombic,Tm2ReB3,Tm,Re,B,2,1,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tm2PtN3__orthorhombic,Tm2PtN3,Tm,Pt,N,2,1,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tm2CoN3__orthorhombic,Tm2CoN3,Tm,Co,N,2,1,3,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tm2CoB3__orthorhombic,Tm2CoB3,Tm,Co,B,2,1,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tm2RhB3__orthorhombic,Tm2RhB3,Tm,Rh,B,2,1,3,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tm2IrP3__orthorhombic,Tm2IrP3,Tm,Ir,P,2,1,3,P,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tm2RhP4__tetragonal,Tm2RhP4,Tm,Rh,P,2,1,4,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Tm2WC4__orthorhombic,Tm2WC4,Tm,W,C,2,1,4,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tm2AgN4__orthorhombic,Tm2AgN4,Tm,Ag,N,2,1,4,N,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tm2PdB4__orthorhombic,Tm2PdB4,Tm,Pd,B,2,1,4,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tm2MnSe4__tetragonal,Tm2MnSe4,Tm,Mn,Se,2,1,4,Se,strict_ionic,tetragonal,Ionic,Non-ICSD
Tm2TiC4__orthorhombic,Tm2TiC4,Tm,Ti,C,2,1,4,C,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tm2ZnP6__monoclinic,Tm2ZnP6,Tm,Zn,P,2,1,6,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2VSe6__monoclinic,Tm2VSe6,Tm,V,Se,2,1,6,Se,strict_ionic,monoclinic,Ionic,Non-ICSD
Tm2NiSe6__monoclinic,Tm2NiSe6,Tm,Ni,Se,2,1,6,Se,strict_ionic,monoclinic,Ionic,Non-ICSD
Tm2CuS6__monoclinic,Tm2CuS6,Tm,Cu,S,2,1,6,S,strict_ionic,monoclinic,Ionic,Non-ICSD
Tm2MnP6__monoclinic,Tm2MnP6,Tm,Mn,P,2,1,6,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2AgN6__monoclinic,Tm2AgN6,Tm,Ag,N,2,1,6,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2ScB6__monoclinic,Tm2ScB6,Tm,Sc,B,2,1,6,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2Sc2N3__monoclinic,Tm2Sc2N3,Tm,Sc,N,2,2,3,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2Ta2N3__monoclinic,Tm2Ta2N3,Tm,Ta,N,2,2,3,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2Sc2C3__monoclinic,Tm2Sc2C3,Tm,Sc,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2Mn2C3__monoclinic,Tm2Mn2C3,Tm,Mn,C,2,2,3,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2Cu2N3__monoclinic,Tm2Cu2N3,Tm,Cu,N,2,2,3,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2Zn2P3__monoclinic,Tm2Zn2P3,Tm,Zn,P,2,2,3,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2Ni2O5__monoclinic,Tm2Ni2O5,Tm,Ni,O,2,2,5,O,strict_ionic,monoclinic,Ionic,Non-ICSD
Tm2Nb2N5__monoclinic,Tm2Nb2N5,Tm,Nb,N,2,2,5,N,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2Pd2B5__monoclinic,Tm2Pd2B5,Tm,Pd,B,2,2,5,B,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2Co2C5__monoclinic,Tm2Co2C5,Tm,Co,C,2,2,5,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2Ir2P5__monoclinic,Tm2Ir2P5,Tm,Ir,P,2,2,5,P,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2Sc2C5__monoclinic,Tm2Sc2C5,Tm,Sc,C,2,2,5,C,relaxed_intermetallic,monoclinic,Intermetallic,Non-ICSD
Tm2Ni2N7__cubic,Tm2Ni2N7,Tm,Ni,N,2,2,7,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Tm2Cr2N7__cubic,Tm2Cr2N7,Tm,Cr,N,2,2,7,N,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Tm2Au2P7__cubic,Tm2Au2P7,Tm,Au,P,2,2,7,P,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Tm2Cr2O7__cubic,Tm2Cr2O7,Tm,Cr,O,2,2,7,O,strict_ionic,cubic,Ionic,Non-ICSD
Tm2Ni2P7__cubic,Tm2Ni2P7,Tm,Ni,P,2,2,7,P,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Tm2Os2Se7__cubic,Tm2Os2Se7,Tm,Os,Se,2,2,7,Se,strict_ionic,cubic,Ionic,Non-ICSD
Tm2Rh5P2__hexagonal,Tm2Rh5P2,Tm,Rh,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm2Re5P2__hexagonal,Tm2Re5P2,Tm,Re,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm2Au5B2__hexagonal,Tm2Au5B2,Tm,Au,B,2,5,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm2Nb5P2__hexagonal,Tm2Nb5P2,Tm,Nb,P,2,5,2,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm2Pt5B2__hexagonal,Tm2Pt5B2,Tm,Pt,B,2,5,2,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm2Mn5N2__hexagonal,Tm2Mn5N2,Tm,Mn,N,2,5,2,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm3TiP5__hexagonal,Tm3TiP5,Tm,Ti,P,3,1,5,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm3AuB5__hexagonal,Tm3AuB5,Tm,Au,B,3,1,5,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm3CoP5__hexagonal,Tm3CoP5,Tm,Co,P,3,1,5,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm3MoN5__hexagonal,Tm3MoN5,Tm,Mo,N,3,1,5,N,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm3TiB5__hexagonal,Tm3TiB5,Tm,Ti,B,3,1,5,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm3CuC5__hexagonal,Tm3CuC5,Tm,Cu,C,3,1,5,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm3Ru2S7__orthorhombic,Tm3Ru2S7,Tm,Ru,S,3,2,7,S,strict_ionic,orthorhombic,Ionic,Non-ICSD
Tm3Fe2B7__hexagonal,Tm3Fe2B7,Tm,Fe,B,3,2,7,B,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm3Co2B7__orthorhombic,Tm3Co2B7,Tm,Co,B,3,2,7,B,relaxed_intermetallic,orthorhombic,Intermetallic,Non-ICSD
Tm3Ru2Se7__orthorhombic,Tm3Ru2Se7,Tm,Ru,Se,3,2,7,Se,strict_ionic,orthorhombic,Ionic,Non-ICSD
Tm3Ti2P7__hexagonal,Tm3Ti2P7,Tm,Ti,P,3,2,7,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
Tm3Zr2O7__hexagonal,Tm3Zr2O7,Tm,Zr,O,3,2,7,O,strict_ionic,hexagonal,Ionic,Non-ICSD
Tm3Au5P12__cubic,Tm3Au5P12,Tm,Au,P,3,5,12,P,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Tm3Cr5P12__cubic,Tm3Cr5P12,Tm,Cr,P,3,5,12,P,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Tm3Rh5Se12__cubic,Tm3Rh5Se12,Tm,Rh,Se,3,5,12,Se,strict_ionic,cubic,Ionic,Non-ICSD
Tm3Y5Se12__cubic,Tm3Y5Se12,Tm,Y,Se,3,5,12,Se,strict_ionic,cubic,Ionic,Non-ICSD
Tm3Ti5P12__cubic,Tm3Ti5P12,Tm,Ti,P,3,5,12,P,relaxed_intermetallic,cubic,Intermetallic,Non-ICSD
Tm3Rh5O12__cubic,Tm3Rh5O12,Tm,Rh,O,3,5,12,O,strict_ionic,cubic,Ionic,Non-ICSD
Tm3Zn5S12__cubic,Tm3Zn5S12,Tm,Zn,S,3,5,12,S,strict_ionic,cubic,Ionic,Non-ICSD
Tm4Cu3N10__tetragonal,Tm4Cu3N10,Tm,Cu,N,4,3,10,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Tm4Rh3C10__tetragonal,Tm4Rh3C10,Tm,Rh,C,4,3,10,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Tm4Re3N10__tetragonal,Tm4Re3N10,Tm,Re,N,4,3,10,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Tm4Pt3N10__tetragonal,Tm4Pt3N10,Tm,Pt,N,4,3,10,N,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
Tm4Ni3S10__tetragonal,Tm4Ni3S10,Tm,Ni,S,4,3,10,S,strict_ionic,tetragonal,Ionic,Non-ICSD
Tm4Zr3P10__tetragonal,Tm4Zr3P10,Tm,Zr,P,4,3,10,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
YbPtP__tetragonal,YbPtP,Yb,Pt,P,1,1,1,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
YbMoP__hexagonal,YbMoP,Yb,Mo,P,1,1,1,P,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
YbPtC__hexagonal,YbPtC,Yb,Pt,C,1,1,1,C,relaxed_intermetallic,hexagonal,Intermetallic,Non-ICSD
YbYC__tetragonal,YbYC,Yb,Y,C,1,1,1,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
YbNiB__tetragonal,YbNiB,Yb,Ni,B,1,1,1,B,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
YbCuP__tetragonal,YbCuP,Yb,Cu,P,1,1,1,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
YbMoC__tetragonal,YbMoC,Yb,Mo,C,1,1,1,C,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
YbCuP2__tetragonal,YbCuP2,Yb,Cu,P,1,1,2,P,relaxed_intermetallic,tetragonal,Intermetallic,Non-ICSD
